Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
171,29.68,0.17,0.6,1,1.0,0.92,"{'controller_frequency': 5.223120467127254, 'planner_patience': 3.7363334362396903, 'controller_patience': 5.392582967890413, 'conservative_reset_dist': 3.1377202862171583, 'acc_lim_theta': 1.9341213334028837, 'acc_lim_trans': 0.361339911779455, 'acc_lim_x': 3.5631385045189683, 'forward_point_distance': 0.6564840746666099, 'goal_distance_bias': 27.03123474605971, 'max_scaling_factor': 0.22070540167515224, 'max_vel_theta': 1.474707534302793, 'max_vel_trans': 0.7348358776467033, 'max_vel_x': 0.5824256260483168, 'min_vel_theta': 1.5870059406560606, 'min_vel_trans': 0.1941375414342362, 'min_vel_x': -0.09136927646471923, 'occdist_scale': 0.38319657333919255, 'oscillation_reset_angle': 0.3165701159264867, 'path_distance_bias': 19.53915352559433, 'scaling_speed': 0.3062295043170731, 'sim_granularity': 0.02033563980560544, 'sim_time': 2.708526482870339, 'stop_time_buffer': 0.38780294643115487, 'theta_stopped_vel': 0.05992896441777319, 'trans_stopped_vel': 0.0979670841328884, 'vth_samples': 25, 'vx_samples': 8, 'vy_samples': 15, 'publish_frequency': 2.92789490359418, 'resolution': 0.02, 'transform_tolerance': 1.1983633719762594, 'update_frequency': 4.2863151502243415, 'cost_scaling_factor': 3.4870564619873536, 'inflation_radius': 0.910197947165938, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
172,30.6,0.16,0.69,1,1.0,0.91,"{'controller_frequency': 6.589702259246607, 'planner_patience': 3.274081978020763, 'controller_patience': 4.692392581336453, 'conservative_reset_dist': 3.6319225146687497, 'acc_lim_theta': 1.7898502734252206, 'acc_lim_trans': 0.34965009924190116, 'acc_lim_x': 2.9908720506013005, 'forward_point_distance': 0.5459217976557896, 'goal_distance_bias': 13.635111946197153, 'max_scaling_factor': 0.1, 'max_vel_theta': 1.4219392655840681, 'max_vel_trans': 0.6006275050640302, 'max_vel_x': 0.5465951057953337, 'min_vel_theta': 1.5583701076329386, 'min_vel_trans': 0.14720462679800406, 'min_vel_x': -0.08411125108844966, 'occdist_scale': 0.2439506205996112, 'oscillation_reset_angle': 0.2899029082290489, 'path_distance_bias': 32.70174328620617, 'scaling_speed': 0.34248787453832147, 'sim_granularity': 0.04076351856417816, 'sim_time': 0.5, 'stop_time_buffer': 0.7544376141841793, 'theta_stopped_vel': 0.1304457227431257, 'trans_stopped_vel': 0.11093822059272304, 'vth_samples': 19, 'vx_samples': 4, 'vy_samples': 13, 'publish_frequency': 5.738996097016527, 'resolution': 0.03576109662065932, 'transform_tolerance': 1.4679609245814387, 'update_frequency': 5.2186073141144815, 'cost_scaling_factor': 6.197413121553079, 'inflation_radius': 0.6484019324553344, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
173,44.72,0.68,0.71,0,0.8,0.85,"{'controller_frequency': 5.062844293898975, 'planner_patience': 3.7160905909709836, 'controller_patience': 5.482826433738939, 'conservative_reset_dist': 2.680967743330501, 'acc_lim_theta': 4.8674763610114, 'acc_lim_trans': 0.4934645367469037, 'acc_lim_x': 4.3245702026565525, 'forward_point_distance': 0.49255353782172473, 'goal_distance_bias': 35.81156898098532, 'max_scaling_factor': 0.38144867473105515, 'max_vel_theta': 1.4343766707634618, 'max_vel_trans': 0.4794313098650869, 'max_vel_x': 0.6256661513355017, 'min_vel_theta': 2.9311883135735117, 'min_vel_trans': 0.14321879476317362, 'min_vel_x': -0.08919956330779219, 'occdist_scale': 0.4756248120994673, 'oscillation_reset_angle': 0.22004807883553687, 'path_distance_bias': 38.24127732954358, 'scaling_speed': 0.18069225706477837, 'sim_granularity': 0.035893067988716, 'sim_time': 3.481220134512434, 'stop_time_buffer': 1.2412692573243114, 'theta_stopped_vel': 0.08786327588264806, 'trans_stopped_vel': 0.0913065437779364, 'vth_samples': 23, 'vx_samples': 4, 'vy_samples': 8, 'publish_frequency': 1.843698750330618, 'resolution': 0.11690296830274736, 'transform_tolerance': 0.55060316808434, 'update_frequency': 1.1446000557307965, 'cost_scaling_factor': 9.221091184493552, 'inflation_radius': 0.49664113230062856, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
174,32.6,0.15,0.63,1,1.0,0.91,"{'controller_frequency': 4.87750096410015, 'planner_patience': 3.706682978060338, 'controller_patience': 5.342462558453484, 'conservative_reset_dist': 3.192999915943919, 'acc_lim_theta': 1.926896072398478, 'acc_lim_trans': 0.3067183773208265, 'acc_lim_x': 3.7089650656021167, 'forward_point_distance': 0.6848431068954821, 'goal_distance_bias': 26.742499412412613, 'max_scaling_factor': 0.21500548222695004, 'max_vel_theta': 1.641459280819322, 'max_vel_trans': 0.729926798751245, 'max_vel_x': 0.5822965914991185, 'min_vel_theta': 1.6086481279060387, 'min_vel_trans': 0.18991365393873422, 'min_vel_x': -0.1679127607034295, 'occdist_scale': 0.39321736294680915, 'oscillation_reset_angle': 0.3123853461067735, 'path_distance_bias': 18.816953408984105, 'scaling_speed': 0.31462223665798755, 'sim_granularity': 0.022781424780524494, 'sim_time': 2.3791410628958403, 'stop_time_buffer': 0.3814922457197, 'theta_stopped_vel': 0.0592956912120682, 'trans_stopped_vel': 0.09756193689654222, 'vth_samples': 25, 'vx_samples': 8, 'vy_samples': 15, 'publish_frequency': 3.288578926325527, 'resolution': 0.02, 'transform_tolerance': 1.1273788460806566, 'update_frequency': 4.319056906808429, 'cost_scaling_factor': 2.6232531690071723, 'inflation_radius': 0.8949576670365518, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
175,32.08,0.14,0.4,1,1.0,0.91,"{'controller_frequency': 5.138766568057, 'planner_patience': 3.787239820732778, 'controller_patience': 5.396209890452642, 'conservative_reset_dist': 3.0589838369103286, 'acc_lim_theta': 2.125713897942745, 'acc_lim_trans': 0.3293790126552623, 'acc_lim_x': 3.735378543586871, 'forward_point_distance': 0.6301302027433209, 'goal_distance_bias': 27.04244600486808, 'max_scaling_factor': 0.23814569198610122, 'max_vel_theta': 1.511373026480162, 'max_vel_trans': 0.590939401241358, 'max_vel_x': 0.563785779180664, 'min_vel_theta': 1.5944541589610697, 'min_vel_trans': 0.2, 'min_vel_x': -0.1262430392168716, 'occdist_scale': 0.36456615646053087, 'oscillation_reset_angle': 0.3305293782588326, 'path_distance_bias': 21.4404578929784, 'scaling_speed': 0.3195313276134314, 'sim_granularity': 0.02368470268041366, 'sim_time': 2.529993178269521, 'stop_time_buffer': 0.3881469554390652, 'theta_stopped_vel': 0.06288523345826987, 'trans_stopped_vel': 0.10083694970938309, 'vth_samples': 25, 'vx_samples': 7, 'vy_samples': 14, 'publish_frequency': 3.2137731883948715, 'resolution': 0.02, 'transform_tolerance': 1.139954178133164, 'update_frequency': 4.221006971373264, 'cost_scaling_factor': 4.0993211793615085, 'inflation_radius': 0.8974613037882195, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
176,29.64,0.17,0.59,1,1.0,0.92,"{'controller_frequency': 5.204203064249613, 'planner_patience': 3.735224083622219, 'controller_patience': 5.165814037212385, 'conservative_reset_dist': 3.0728293567580587, 'acc_lim_theta': 1.8485504781273538, 'acc_lim_trans': 0.331437049723209, 'acc_lim_x': 3.600343949713525, 'forward_point_distance': 0.6562648500523742, 'goal_distance_bias': 23.628491138154093, 'max_scaling_factor': 0.21392650072382877, 'max_vel_theta': 1.4770330333049249, 'max_vel_trans': 0.5849259965352696, 'max_vel_x': 0.5987254360981401, 'min_vel_theta': 1.565706077167862, 'min_vel_trans': 0.19747046217182573, 'min_vel_x': -0.07404381589900125, 'occdist_scale': 0.3659291058267627, 'oscillation_reset_angle': 0.3118189133024157, 'path_distance_bias': 18.10735745089255, 'scaling_speed': 0.31660234608920235, 'sim_granularity': 0.024346280823271893, 'sim_time': 2.303182749253076, 'stop_time_buffer': 0.38911569090739295, 'theta_stopped_vel': 0.05902769395529448, 'trans_stopped_vel': 0.10087635848168768, 'vth_samples': 25, 'vx_samples': 7, 'vy_samples': 14, 'publish_frequency': 2.420865917929696, 'resolution': 0.02, 'transform_tolerance': 1.1114459500616056, 'update_frequency': 4.36976896183856, 'cost_scaling_factor': 1.7981363157029548, 'inflation_radius': 0.8654234962638008, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
177,34.72,0.6,0.75,0,0.8,0.88,"{'controller_frequency': 5.149958696003862, 'planner_patience': 3.9470819983257406, 'controller_patience': 3.928530083846495, 'conservative_reset_dist': 2.2594835508634588, 'acc_lim_theta': 3.92263507370524, 'acc_lim_trans': 0.14503471091591014, 'acc_lim_x': 1.558656974120606, 'forward_point_distance': 0.4252398105371069, 'goal_distance_bias': 8.528201610971607, 'max_scaling_factor': 0.3585114607521924, 'max_vel_theta': 0.6527449194225275, 'max_vel_trans': 0.5917461701464009, 'max_vel_x': 0.39715644204040657, 'min_vel_theta': 2.080200111872811, 'min_vel_trans': 0.17544726385932236, 'min_vel_x': -0.1122477710720414, 'occdist_scale': 0.06402021115956881, 'oscillation_reset_angle': 0.3761511836495589, 'path_distance_bias': 12.49762759880464, 'scaling_speed': 0.24035058735415887, 'sim_granularity': 0.03004918800507578, 'sim_time': 1.8283144867784862, 'stop_time_buffer': 0.8115969025062341, 'theta_stopped_vel': 0.0763128527998728, 'trans_stopped_vel': 0.07824883762954378, 'vth_samples': 21, 'vx_samples': 5, 'vy_samples': 8, 'publish_frequency': 3.444720514069845, 'resolution': 0.08482405321899138, 'transform_tolerance': 1.0613813958927718, 'update_frequency': 3.1882215168776074, 'cost_scaling_factor': 12.907614922767404, 'inflation_radius': 1.0902070023291943, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
178,30.84,0.16,0.4,1,1.0,0.91,"{'controller_frequency': 5.273105861842572, 'planner_patience': 3.657074723150534, 'controller_patience': 5.466099189747338, 'conservative_reset_dist': 3.1139059647292235, 'acc_lim_theta': 1.834720700026102, 'acc_lim_trans': 0.3443564541412237, 'acc_lim_x': 3.632941704076447, 'forward_point_distance': 0.6586280759330093, 'goal_distance_bias': 26.315122411674903, 'max_scaling_factor': 0.22231391105390716, 'max_vel_theta': 1.4248596192806253, 'max_vel_trans': 0.6087561290666643, 'max_vel_x': 0.5952936608647195, 'min_vel_theta': 1.5218929235584997, 'min_vel_trans': 0.18975676781080186, 'min_vel_x': -0.05514943356280841, 'occdist_scale': 0.3727280672821382, 'oscillation_reset_angle': 0.31325292536349136, 'path_distance_bias': 19.23590126272439, 'scaling_speed': 0.2692653454336168, 'sim_granularity': 0.023962801050670324, 'sim_time': 2.5282011022030226, 'stop_time_buffer': 0.3818449145413253, 'theta_stopped_vel': 0.05920861452873074, 'trans_stopped_vel': 0.10143151507231993, 'vth_samples': 25, 'vx_samples': 8, 'vy_samples': 15, 'publish_frequency': 2.827530182463783, 'resolution': 0.02, 'transform_tolerance': 1.169442551677555, 'update_frequency': 4.403843965748571, 'cost_scaling_factor': 1.2819531004479532, 'inflation_radius': 0.8567477647712658, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
179,32.24,0.17,0.55,1,1.0,0.91,"{'controller_frequency': 6.587382987170418, 'planner_patience': 3.2365135457787, 'controller_patience': 4.670389295015993, 'conservative_reset_dist': 3.417012964069409, 'acc_lim_theta': 1.663333051445389, 'acc_lim_trans': 0.3430549628182141, 'acc_lim_x': 2.9534017789449614, 'forward_point_distance': 0.5537963695272536, 'goal_distance_bias': 11.656616478721636, 'max_scaling_factor': 0.122211004951637, 'max_vel_theta': 1.402603504585491, 'max_vel_trans': 0.623682554103494, 'max_vel_x': 0.5496305004147812, 'min_vel_theta': 1.6396118926866092, 'min_vel_trans': 0.14224814071241132, 'min_vel_x': -0.06438830050354591, 'occdist_scale': 0.242493330940949, 'oscillation_reset_angle': 0.3040740967556202, 'path_distance_bias': 33.257756243035594, 'scaling_speed': 0.332025611531954, 'sim_granularity': 0.04118324896262794, 'sim_time': 0.8054639837000932, 'stop_time_buffer': 0.7469670797457734, 'theta_stopped_vel': 0.1303661387594432, 'trans_stopped_vel': 0.1159277299593479, 'vth_samples': 19, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 6.0, 'resolution': 0.03618477110019122, 'transform_tolerance': 1.3037952967589435, 'update_frequency': 5.41642239114928, 'cost_scaling_factor': 4.531559044299456, 'inflation_radius': 0.710831630702971, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
180,36.04,0.59,0.87,0,0.8,0.87,"{'controller_frequency': 3.4208350107073784, 'planner_patience': 6.338220749050379, 'controller_patience': 6.638537555932999, 'conservative_reset_dist': 1.5699337646365166, 'acc_lim_theta': 1.8129121665842831, 'acc_lim_trans': 0.1509427186101675, 'acc_lim_x': 4.013699691742659, 'forward_point_distance': 0.4957362128421664, 'goal_distance_bias': 15.236148019321263, 'max_scaling_factor': 0.3348559714853764, 'max_vel_theta': 0.7481730794534087, 'max_vel_trans': 0.6926270320080221, 'max_vel_x': 0.4173063484020531, 'min_vel_theta': 2.626499840989709, 'min_vel_trans': 0.18650723630562427, 'min_vel_x': -0.07588604064658283, 'occdist_scale': 0.40511261275969446, 'oscillation_reset_angle': 0.4690796099603176, 'path_distance_bias': 49.226802587509155, 'scaling_speed': 0.26377288233488794, 'sim_granularity': 0.025042096534743902, 'sim_time': 3.077276958152652, 'stop_time_buffer': 0.9269924329593777, 'theta_stopped_vel': 0.11068329578265548, 'trans_stopped_vel': 0.09852825226262212, 'vth_samples': 21, 'vx_samples': 7, 'vy_samples': 9, 'publish_frequency': 4.610181990079582, 'resolution': 0.1011118632182479, 'transform_tolerance': 1.4041714306920767, 'update_frequency': 3.9057341162115335, 'cost_scaling_factor': 11.022502562962472, 'inflation_radius': 1.1195225078612565, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
181,35.24,0.17,0.4,1,1.0,0.9,"{'controller_frequency': 4.603377439081669, 'planner_patience': 4.102451857179403, 'controller_patience': 4.460898287594318, 'conservative_reset_dist': 3.438187025487423, 'acc_lim_theta': 3.218775553721935, 'acc_lim_trans': 0.3690184757113457, 'acc_lim_x': 2.7792816050350666, 'forward_point_distance': 0.6930965710431337, 'goal_distance_bias': 25.226854970678687, 'max_scaling_factor': 0.39760158732533457, 'max_vel_theta': 1.8203760161995888, 'max_vel_trans': 0.7175166605506093, 'max_vel_x': 0.6599536802619695, 'min_vel_theta': 2.0509317344985902, 'min_vel_trans': 0.17682371847331524, 'min_vel_x': -0.0319883876480162, 'occdist_scale': 0.292314942041412, 'oscillation_reset_angle': 0.2379916187375784, 'path_distance_bias': 30.60282241553068, 'scaling_speed': 0.3051221210509538, 'sim_granularity': 0.031589197218418116, 'sim_time': 1.1431066868826747, 'stop_time_buffer': 1.094662895053625, 'theta_stopped_vel': 0.12730695167556405, 'trans_stopped_vel': 0.08726917123422026, 'vth_samples': 28, 'vx_samples': 5, 'vy_samples': 7, 'publish_frequency': 4.56081803329289, 'resolution': 0.028474645940586928, 'transform_tolerance': 1.061695488728583, 'update_frequency': 2.608572481200099, 'cost_scaling_factor': 7.049606993794441, 'inflation_radius': 1.1567903358489275, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
182,30.92,0.15,0.54,1,1.0,0.91,"{'controller_frequency': 6.543798207032101, 'planner_patience': 3.2278106338710724, 'controller_patience': 4.662624628568614, 'conservative_reset_dist': 3.6253081130625397, 'acc_lim_theta': 1.7516988520855838, 'acc_lim_trans': 0.362814751187965, 'acc_lim_x': 2.976573514740429, 'forward_point_distance': 0.5467598038109173, 'goal_distance_bias': 12.379448690911559, 'max_scaling_factor': 0.12131980507173018, 'max_vel_theta': 1.3216002313076705, 'max_vel_trans': 0.5950000685966392, 'max_vel_x': 0.5472131197633122, 'min_vel_theta': 1.5, 'min_vel_trans': 0.1429870801859192, 'min_vel_x': -0.03909843752957326, 'occdist_scale': 0.23569229305199335, 'oscillation_reset_angle': 0.30132076707018085, 'path_distance_bias': 33.636086844050936, 'scaling_speed': 0.3471426254906753, 'sim_granularity': 0.04112909749142875, 'sim_time': 0.5, 'stop_time_buffer': 0.7854502655024699, 'theta_stopped_vel': 0.13440976897593504, 'trans_stopped_vel': 0.11415888535630321, 'vth_samples': 22, 'vx_samples': 4, 'vy_samples': 13, 'publish_frequency': 5.985611322253052, 'resolution': 0.03795695314164366, 'transform_tolerance': 1.3355599554291293, 'update_frequency': 5.3438108442416254, 'cost_scaling_factor': 5.152164717911663, 'inflation_radius': 0.6922200584803216, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
183,34.72,0.65,0.78,0,0.8,0.87,"{'controller_frequency': 6.00106159614024, 'planner_patience': 4.392543835957012, 'controller_patience': 4.0276639868379664, 'conservative_reset_dist': 3.201065275735606, 'acc_lim_theta': 3.602179665639743, 'acc_lim_trans': 0.2499280051117257, 'acc_lim_x': 2.216911387412831, 'forward_point_distance': 0.442989839166672, 'goal_distance_bias': 8.835292201895802, 'max_scaling_factor': 0.3875084907072395, 'max_vel_theta': 1.4435129968198428, 'max_vel_trans': 0.48630584001792887, 'max_vel_x': 0.41642840551625765, 'min_vel_theta': 2.1446298584241243, 'min_vel_trans': 0.1759643126991979, 'min_vel_x': -0.10339190611450497, 'occdist_scale': 0.1622089972332113, 'oscillation_reset_angle': 0.31884924710053675, 'path_distance_bias': 17.364640062252796, 'scaling_speed': 0.20753173789540905, 'sim_granularity': 0.03155030649780052, 'sim_time': 1.0088130792860488, 'stop_time_buffer': 0.9961931165617531, 'theta_stopped_vel': 0.06830422799373888, 'trans_stopped_vel': 0.07914808362081904, 'vth_samples': 18, 'vx_samples': 8, 'vy_samples': 8, 'publish_frequency': 4.407667498273593, 'resolution': 0.06590753686895263, 'transform_tolerance': 1.0175136275654975, 'update_frequency': 3.5239067405139632, 'cost_scaling_factor': 9.482942293762166, 'inflation_radius': 1.0004645701426842, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
184,29.6,0.15,0.63,1,1.0,0.92,"{'controller_frequency': 5.072301037281315, 'planner_patience': 3.697004947762953, 'controller_patience': 5.284009746185983, 'conservative_reset_dist': 3.0188190900823604, 'acc_lim_theta': 1.7802716689131806, 'acc_lim_trans': 0.32096556857481584, 'acc_lim_x': 3.5836500960806785, 'forward_point_distance': 0.6610289975587792, 'goal_distance_bias': 25.318679171652708, 'max_scaling_factor': 0.22102990274774756, 'max_vel_theta': 1.5070743391937558, 'max_vel_trans': 0.7353225131730794, 'max_vel_x': 0.603214003506734, 'min_vel_theta': 1.5524143993795483, 'min_vel_trans': 0.19531232630858184, 'min_vel_x': -0.11034752871207859, 'occdist_scale': 0.3797051743743016, 'oscillation_reset_angle': 0.30921204006147684, 'path_distance_bias': 19.689059104665823, 'scaling_speed': 0.3195458744217909, 'sim_granularity': 0.02251309843205792, 'sim_time': 2.480173073651532, 'stop_time_buffer': 0.3777322280512978, 'theta_stopped_vel': 0.060767655915405075, 'trans_stopped_vel': 0.09873127768355297, 'vth_samples': 21, 'vx_samples': 7, 'vy_samples': 15, 'publish_frequency': 3.020309612677009, 'resolution': 0.02, 'transform_tolerance': 1.1627475062706756, 'update_frequency': 4.334225953653993, 'cost_scaling_factor': 4.101139357639242, 'inflation_radius': 0.9143371264740596, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
185,30.04,0.13,0.65,1,1.0,0.92,"{'controller_frequency': 4.966067164699347, 'planner_patience': 3.757208060327957, 'controller_patience': 5.4877308931196715, 'conservative_reset_dist': 2.9483122914428987, 'acc_lim_theta': 1.9244370875302605, 'acc_lim_trans': 0.33404611052145217, 'acc_lim_x': 3.5096896915406575, 'forward_point_distance': 0.6659683410448488, 'goal_distance_bias': 27.524075549313086, 'max_scaling_factor': 0.15097849591780227, 'max_vel_theta': 1.5743067373665358, 'max_vel_trans': 0.7396487835484775, 'max_vel_x': 0.5892158167457349, 'min_vel_theta': 1.6260063818385804, 'min_vel_trans': 0.19653889522872714, 'min_vel_x': -0.12124093945718203, 'occdist_scale': 0.3819592350717292, 'oscillation_reset_angle': 0.310351220316201, 'path_distance_bias': 19.30303542779671, 'scaling_speed': 0.31034787242074346, 'sim_granularity': 0.021977015061647117, 'sim_time': 2.2765247765082037, 'stop_time_buffer': 0.407420980893188, 'theta_stopped_vel': 0.05906015556372793, 'trans_stopped_vel': 0.09625900763827824, 'vth_samples': 22, 'vx_samples': 7, 'vy_samples': 14, 'publish_frequency': 2.696117175221885, 'resolution': 0.02, 'transform_tolerance': 1.193935607675093, 'update_frequency': 4.2294602393385246, 'cost_scaling_factor': 4.387006639990709, 'inflation_radius': 0.927959544283566, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
186,47.52,0.17,0.65,1,1.0,0.87,"{'controller_frequency': 3.1784643940627575, 'planner_patience': 6.90290779992938, 'controller_patience': 3.7104198522865772, 'conservative_reset_dist': 2.1810280829668045, 'acc_lim_theta': 4.3629252434708174, 'acc_lim_trans': 0.4260217323899269, 'acc_lim_x': 3.283584401011467, 'forward_point_distance': 0.6694535416550934, 'goal_distance_bias': 35.793816056102514, 'max_scaling_factor': 0.2679470282047987, 'max_vel_theta': 1.5781125668436289, 'max_vel_trans': 0.3960633804090321, 'max_vel_x': 0.5531979753635824, 'min_vel_theta': 2.1048232507891953, 'min_vel_trans': 0.14809243278577924, 'min_vel_x': -0.11477073775604366, 'occdist_scale': 0.1448929452802986, 'oscillation_reset_angle': 0.15905550122261047, 'path_distance_bias': 44.748650677502155, 'scaling_speed': 0.30337935835123064, 'sim_granularity': 0.022501952396705747, 'sim_time': 2.9781641298905015, 'stop_time_buffer': 0.9272352075204252, 'theta_stopped_vel': 0.05291942954063416, 'trans_stopped_vel': 0.13685302576050162, 'vth_samples': 20, 'vx_samples': 4, 'vy_samples': 3, 'publish_frequency': 2.026156237348914, 'resolution': 0.02420993813313544, 'transform_tolerance': 1.7387655002996325, 'update_frequency': 3.340730205178261, 'cost_scaling_factor': 2.398594819009304, 'inflation_radius': 0.47125582247972486, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
