Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
167,36.16,0.16,0.63,1,1,0.9,"{'controller_frequency': 5.035454154037735, 'planner_patience': 6.456661296197089, 'controller_patience': 5.871461224020452, 'conservative_reset_dist': 1.8525271924015871, 'acc_lim_theta': 3.1592394305132228, 'acc_lim_trans': 0.2056187570955735, 'acc_lim_x': 3.0961568863209328, 'forward_point_distance': 0.5733652466707839, 'goal_distance_bias': 35.57149027406484, 'max_scaling_factor': 0.23179620329024164, 'max_vel_theta': 1.8695639697215767, 'max_vel_trans': 0.5079044112078246, 'max_vel_x': 0.4612696628841408, 'min_vel_theta': 1.8469816691690901, 'min_vel_trans': 0.17773708481482908, 'min_vel_x': -0.05553120082625798, 'occdist_scale': 0.2341360097508473, 'oscillation_reset_angle': 0.2566538525169185, 'path_distance_bias': 37.72245540383122, 'scaling_speed': 0.2812091309348458, 'sim_granularity': 0.029600517445741208, 'sim_time': 2.110864440821097, 'stop_time_buffer': 1.0261232715154407, 'theta_stopped_vel': 0.11626602365848678, 'trans_stopped_vel': 0.058892618452900475, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.845325333284694, 'resolution': 0.041904189873681316, 'transform_tolerance': 0.7893806202685325, 'update_frequency': 2.5811504379597277, 'cost_scaling_factor': 3.4949122027594517, 'inflation_radius': 1.2464116635823754, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
168,36.92,0.13,0.61,1,1,0.9,"{'controller_frequency': 4.48171279062961, 'planner_patience': 6.369478755895216, 'controller_patience': 5.899349963211831, 'conservative_reset_dist': 2.039858403824078, 'acc_lim_theta': 3.0619595652070464, 'acc_lim_trans': 0.2226293030184876, 'acc_lim_x': 2.66024781417609, 'forward_point_distance': 0.5646417798660528, 'goal_distance_bias': 34.10004588825065, 'max_scaling_factor': 0.26698020241300413, 'max_vel_theta': 1.7990272533590057, 'max_vel_trans': 0.5305548127783515, 'max_vel_x': 0.44157007484612887, 'min_vel_theta': 1.838219720263074, 'min_vel_trans': 0.18536709908799745, 'min_vel_x': -0.035392659439150376, 'occdist_scale': 0.23276207240580798, 'oscillation_reset_angle': 0.290198121288591, 'path_distance_bias': 36.86924322148494, 'scaling_speed': 0.29161156290622164, 'sim_granularity': 0.02901415567373498, 'sim_time': 2.233682828985608, 'stop_time_buffer': 1.1334687835142685, 'theta_stopped_vel': 0.10613530798475455, 'trans_stopped_vel': 0.05431448361180944, 'vth_samples': 23, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.9041787687429914, 'resolution': 0.039932437634269624, 'transform_tolerance': 0.7084916563860639, 'update_frequency': 2.3662529257776557, 'cost_scaling_factor': 2.655155076726367, 'inflation_radius': 1.08437973764399, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
169,83.8,0.15,0.4,0,0.8,0.78,"{'controller_frequency': 4.116146083921194, 'planner_patience': 4.0038806684315205, 'controller_patience': 6.788085661828518, 'conservative_reset_dist': 3.9554818496108055, 'acc_lim_theta': 1.6754555530846118, 'acc_lim_trans': 0.4879340514540672, 'acc_lim_x': 3.6473107263445854, 'forward_point_distance': 0.40611179349943993, 'goal_distance_bias': 21.42027719411999, 'max_scaling_factor': 0.20815004259347916, 'max_vel_theta': 1.6897596372291446, 'max_vel_trans': 0.42292761434800924, 'max_vel_x': 0.5376678225584328, 'min_vel_theta': 2.594521873164922, 'min_vel_trans': 0.1776144674047828, 'min_vel_x': -0.287276672758162, 'occdist_scale': 0.3507087730336934, 'oscillation_reset_angle': 0.24068247452378275, 'path_distance_bias': 19.06970426440239, 'scaling_speed': 0.2354513220489025, 'sim_granularity': 0.035338114416226744, 'sim_time': 3.070574858225882, 'stop_time_buffer': 0.4710543636232615, 'theta_stopped_vel': 0.13370466036722062, 'trans_stopped_vel': 0.09080757787451148, 'vth_samples': 15, 'vx_samples': 10, 'vy_samples': 6, 'publish_frequency': 4.390360651537776, 'resolution': 0.02127386102452874, 'transform_tolerance': 1.117373705469072, 'update_frequency': 1.732669597491622, 'cost_scaling_factor': 3.2172480495646596, 'inflation_radius': 0.4917931739240885, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
170,36.24,0.14,0.4,1,1,0.9,"{'controller_frequency': 4.850301719034447, 'planner_patience': 6.609520913753062, 'controller_patience': 6.27502541057412, 'conservative_reset_dist': 1.6238198347245407, 'acc_lim_theta': 2.8139950703576693, 'acc_lim_trans': 0.20714788336579704, 'acc_lim_x': 3.2115992121171932, 'forward_point_distance': 0.5773863412034421, 'goal_distance_bias': 31.511132782068803, 'max_scaling_factor': 0.24613801424868006, 'max_vel_theta': 1.7779880684495133, 'max_vel_trans': 0.531576673525088, 'max_vel_x': 0.4605513451651423, 'min_vel_theta': 1.8657657717833753, 'min_vel_trans': 0.18711626649867005, 'min_vel_x': -0.07738189176330923, 'occdist_scale': 0.2857128784431255, 'oscillation_reset_angle': 0.26273726017303944, 'path_distance_bias': 33.92548954257289, 'scaling_speed': 0.2991594255112736, 'sim_granularity': 0.02812975816502833, 'sim_time': 2.1627971655519924, 'stop_time_buffer': 0.9754523618515722, 'theta_stopped_vel': 0.11175735603131047, 'trans_stopped_vel': 0.05821810515778972, 'vth_samples': 20, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.6453863345352904, 'resolution': 0.039906795025052635, 'transform_tolerance': 0.6435658128737343, 'update_frequency': 2.429055043695744, 'cost_scaling_factor': 4.005651383113186, 'inflation_radius': 1.0821638072407262, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
171,36.04,0.15,0.62,1,1,0.9,"{'controller_frequency': 4.899833238513308, 'planner_patience': 6.416688584848297, 'controller_patience': 5.936837836704475, 'conservative_reset_dist': 1.748408096010901, 'acc_lim_theta': 3.0631914636895132, 'acc_lim_trans': 0.20454019644522103, 'acc_lim_x': 3.079495436438348, 'forward_point_distance': 0.5866498614615068, 'goal_distance_bias': 34.26246119623987, 'max_scaling_factor': 0.22471644699194637, 'max_vel_theta': 1.7896445283591662, 'max_vel_trans': 0.5075243487646881, 'max_vel_x': 0.46819525655730165, 'min_vel_theta': 1.8473238473314297, 'min_vel_trans': 0.18363739633823412, 'min_vel_x': -0.06557246723171972, 'occdist_scale': 0.25484028282733423, 'oscillation_reset_angle': 0.26685871665914895, 'path_distance_bias': 37.84857753611959, 'scaling_speed': 0.2836483211429013, 'sim_granularity': 0.02724971203401422, 'sim_time': 2.03545263629536, 'stop_time_buffer': 1.0151496843835957, 'theta_stopped_vel': 0.11431772934147584, 'trans_stopped_vel': 0.05819389172681902, 'vth_samples': 24, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.7620306968201485, 'resolution': 0.03524664062655141, 'transform_tolerance': 0.7194094166342566, 'update_frequency': 2.526875459643808, 'cost_scaling_factor': 3.577257155162244, 'inflation_radius': 1.1623519073110882, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
172,34.72,0.17,0.4,1,1,0.9,"{'controller_frequency': 4.858760348028375, 'planner_patience': 6.473439215828234, 'controller_patience': 5.779973246648227, 'conservative_reset_dist': 1.8108641911033794, 'acc_lim_theta': 3.328147084016714, 'acc_lim_trans': 0.22448381466549105, 'acc_lim_x': 3.1870906872453215, 'forward_point_distance': 0.6007337946617332, 'goal_distance_bias': 36.79805997939638, 'max_scaling_factor': 0.25848176761187414, 'max_vel_theta': 1.8450835725608266, 'max_vel_trans': 0.5239414244675678, 'max_vel_x': 0.4834598594207585, 'min_vel_theta': 1.843984486077726, 'min_vel_trans': 0.1810418305970553, 'min_vel_x': -0.0429501847688627, 'occdist_scale': 0.25389221778935345, 'oscillation_reset_angle': 0.2708880494078243, 'path_distance_bias': 37.91543518155413, 'scaling_speed': 0.28816237667712974, 'sim_granularity': 0.029795322130782682, 'sim_time': 2.131556458732034, 'stop_time_buffer': 1.0961758497228513, 'theta_stopped_vel': 0.11142338945155465, 'trans_stopped_vel': 0.06062604665589098, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 12, 'publish_frequency': 2.7865554694160855, 'resolution': 0.041100594845779596, 'transform_tolerance': 0.8527192356887254, 'update_frequency': 2.3655682149480577, 'cost_scaling_factor': 2.5759976335698975, 'inflation_radius': 1.2499736754648998, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
173,40.56,0.19,0.58,1,1,0.89,"{'controller_frequency': 4.861298002686116, 'planner_patience': 6.2608299852321565, 'controller_patience': 5.940380034163988, 'conservative_reset_dist': 1.7355853720230519, 'acc_lim_theta': 3.285968558616342, 'acc_lim_trans': 0.19932280145391956, 'acc_lim_x': 3.124403982840968, 'forward_point_distance': 0.58501487337741, 'goal_distance_bias': 35.72772877020971, 'max_scaling_factor': 0.25868112648222075, 'max_vel_theta': 1.8491664085893387, 'max_vel_trans': 0.5023468512659656, 'max_vel_x': 0.48048672522317515, 'min_vel_theta': 1.834944463294781, 'min_vel_trans': 0.18543086606781484, 'min_vel_x': -0.045283684000886226, 'occdist_scale': 0.2628460460357525, 'oscillation_reset_angle': 0.25934884037987177, 'path_distance_bias': 37.350427301224116, 'scaling_speed': 0.27972604079620694, 'sim_granularity': 0.02786525004324273, 'sim_time': 2.1317324152778054, 'stop_time_buffer': 1.1112843717660124, 'theta_stopped_vel': 0.10798378128865635, 'trans_stopped_vel': 0.06276551462957278, 'vth_samples': 24, 'vx_samples': 3, 'vy_samples': 11, 'publish_frequency': 3.007492412290836, 'resolution': 0.027780157239690854, 'transform_tolerance': 0.8292475638815462, 'update_frequency': 2.3326418561614295, 'cost_scaling_factor': 2.677033987639196, 'inflation_radius': 1.1886018946574326, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
174,36.68,0.17,0.63,1,1,0.9,"{'controller_frequency': 4.756037206064731, 'planner_patience': 6.290692066688351, 'controller_patience': 5.9454157386463615, 'conservative_reset_dist': 1.9313818773120244, 'acc_lim_theta': 2.8638267026577675, 'acc_lim_trans': 0.23124579989017524, 'acc_lim_x': 3.0995615001134627, 'forward_point_distance': 0.5004794203042847, 'goal_distance_bias': 33.99932900364341, 'max_scaling_factor': 0.2521102938105123, 'max_vel_theta': 1.8390133939562041, 'max_vel_trans': 0.49667159085166723, 'max_vel_x': 0.43674573254836924, 'min_vel_theta': 1.952400087721018, 'min_vel_trans': 0.17876479588611283, 'min_vel_x': -0.042359409890123045, 'occdist_scale': 0.288215738247989, 'oscillation_reset_angle': 0.2404818475382859, 'path_distance_bias': 37.72442017740426, 'scaling_speed': 0.2618678798095432, 'sim_granularity': 0.03021317194138916, 'sim_time': 2.0443314209463, 'stop_time_buffer': 1.2132954691363589, 'theta_stopped_vel': 0.10590604373770482, 'trans_stopped_vel': 0.05058513144296519, 'vth_samples': 23, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.994160173466112, 'resolution': 0.04398232106479487, 'transform_tolerance': 0.655040696208262, 'update_frequency': 2.531404272237803, 'cost_scaling_factor': 2.8262570829948945, 'inflation_radius': 1.216596948111171, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
175,58.64,0.8,0.7,0,0.8,0.81,"{'controller_frequency': 4.028000995516777, 'planner_patience': 4.36445127800107, 'controller_patience': 5.89879609644413, 'conservative_reset_dist': 1.4442785307765007, 'acc_lim_theta': 2.74297524895519, 'acc_lim_trans': 0.23456638865172863, 'acc_lim_x': 4.816184438765049, 'forward_point_distance': 0.3262069866992533, 'goal_distance_bias': 33.517112168483436, 'max_scaling_factor': 0.30419749505817895, 'max_vel_theta': 1.4878378394059837, 'max_vel_trans': 0.5505430670455098, 'max_vel_x': 0.5970821770839393, 'min_vel_theta': 2.9225663859397173, 'min_vel_trans': 0.10092246215790511, 'min_vel_x': -0.010936669260263432, 'occdist_scale': 0.46028181244619193, 'oscillation_reset_angle': 0.12094400003552437, 'path_distance_bias': 20.68531535565853, 'scaling_speed': 0.25244786292314525, 'sim_granularity': 0.044660267578437926, 'sim_time': 3.2152656987309456, 'stop_time_buffer': 0.10729459989815951, 'theta_stopped_vel': 0.10539124384522439, 'trans_stopped_vel': 0.12176477899774908, 'vth_samples': 21, 'vx_samples': 6, 'vy_samples': 2, 'publish_frequency': 1.5058841360732913, 'resolution': 0.07450822855345905, 'transform_tolerance': 1.6984272895380854, 'update_frequency': 1.1526611344888806, 'cost_scaling_factor': 4.6831859815865755, 'inflation_radius': 0.5381804510951043, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
176,36.72,0.63,0.9,0,0.8,0.87,"{'controller_frequency': 5.037562538246727, 'planner_patience': 6.437178403486845, 'controller_patience': 6.021701774619844, 'conservative_reset_dist': 1.5102959909029854, 'acc_lim_theta': 2.867237954250001, 'acc_lim_trans': 0.20301921274751084, 'acc_lim_x': 3.2510398258269197, 'forward_point_distance': 0.5927948246524206, 'goal_distance_bias': 33.46810053884677, 'max_scaling_factor': 0.2525901727843141, 'max_vel_theta': 1.8232053619702702, 'max_vel_trans': 0.5068279332160137, 'max_vel_x': 0.489526180884021, 'min_vel_theta': 1.849367766241779, 'min_vel_trans': 0.18558038126140186, 'min_vel_x': -0.08511648699384333, 'occdist_scale': 0.3252807677547934, 'oscillation_reset_angle': 0.2563708934314666, 'path_distance_bias': 35.39052438890101, 'scaling_speed': 0.28939221508096036, 'sim_granularity': 0.02851604842609317, 'sim_time': 2.259930019325236, 'stop_time_buffer': 1.0256376906908635, 'theta_stopped_vel': 0.10980378298820101, 'trans_stopped_vel': 0.06704820354876392, 'vth_samples': 19, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.7705805689444323, 'resolution': 0.031439823207785225, 'transform_tolerance': 0.7558568033925617, 'update_frequency': 2.3285972456659803, 'cost_scaling_factor': 3.7238793400777332, 'inflation_radius': 1.1258910287231372, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
177,99.16,1.93,0.9,0,0.4,0.66,"{'controller_frequency': 6.028282448649406, 'planner_patience': 4.405510134994984, 'controller_patience': 4.012329671531916, 'conservative_reset_dist': 1.8797850422561169, 'acc_lim_theta': 2.107652479130775, 'acc_lim_trans': 0.21004604771733285, 'acc_lim_x': 2.7702488899230957, 'forward_point_distance': 0.33631909349933264, 'goal_distance_bias': 15.018160068430007, 'max_scaling_factor': 0.42246675714850423, 'max_vel_theta': 1.4421608997508883, 'max_vel_trans': 0.3946325803175569, 'max_vel_x': 0.48945150543004273, 'min_vel_theta': 1.5444729602895677, 'min_vel_trans': 0.152171282004565, 'min_vel_x': -0.1704251619055867, 'occdist_scale': 0.23106689197011293, 'oscillation_reset_angle': 0.3304835371673107, 'path_distance_bias': 40.7602746412158, 'scaling_speed': 0.2978113913908601, 'sim_granularity': 0.039082285808399314, 'sim_time': 3.0026113195344806, 'stop_time_buffer': 0.13958823997527361, 'theta_stopped_vel': 0.13267848314717412, 'trans_stopped_vel': 0.07965558851137758, 'vth_samples': 21, 'vx_samples': 3, 'vy_samples': 3, 'publish_frequency': 3.06251819152385, 'resolution': 0.037471410240978005, 'transform_tolerance': 1.8613014178350569, 'update_frequency': 2.912590665742755, 'cost_scaling_factor': 6.3036604998633265, 'inflation_radius': 1.007085470482707, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
178,33.32,0.66,0.9,0,0.8,0.88,"{'controller_frequency': 4.65496707197147, 'planner_patience': 6.481933357094615, 'controller_patience': 5.74499315979277, 'conservative_reset_dist': 1.7776580489555052, 'acc_lim_theta': 2.9889125300901656, 'acc_lim_trans': 0.23137930991958452, 'acc_lim_x': 2.9919642082770666, 'forward_point_distance': 0.5681957593883072, 'goal_distance_bias': 35.744408855106556, 'max_scaling_factor': 0.25808120862596073, 'max_vel_theta': 1.8793099394878383, 'max_vel_trans': 0.5294295846947359, 'max_vel_x': 0.4539528373896412, 'min_vel_theta': 1.9259055695688452, 'min_vel_trans': 0.17670380148407216, 'min_vel_x': -0.057706856986531996, 'occdist_scale': 0.27407918377567664, 'oscillation_reset_angle': 0.266253844251582, 'path_distance_bias': 36.93282720290379, 'scaling_speed': 0.29937999668292037, 'sim_granularity': 0.02781633435422925, 'sim_time': 2.1627574654311728, 'stop_time_buffer': 1.0461025929898764, 'theta_stopped_vel': 0.11402649377822673, 'trans_stopped_vel': 0.05448678533149776, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.7204923501840907, 'resolution': 0.04031055831579052, 'transform_tolerance': 0.7196636761757602, 'update_frequency': 2.3574016558731334, 'cost_scaling_factor': 3.675550503053237, 'inflation_radius': 1.2445158542799748, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
179,32.08,0.59,0.93,0,0.8,0.88,"{'controller_frequency': 5.051760281304577, 'planner_patience': 6.600821384670352, 'controller_patience': 6.549285429574713, 'conservative_reset_dist': 1.8742738084002437, 'acc_lim_theta': 3.036347921137039, 'acc_lim_trans': 0.21975840794877016, 'acc_lim_x': 2.9968117981003237, 'forward_point_distance': 0.541555001860893, 'goal_distance_bias': 34.447115130651326, 'max_scaling_factor': 0.2602920990263995, 'max_vel_theta': 1.704280943375278, 'max_vel_trans': 0.5476232832653792, 'max_vel_x': 0.4677016197788042, 'min_vel_theta': 1.8320276612073698, 'min_vel_trans': 0.18422673932849382, 'min_vel_x': -0.04997020286075321, 'occdist_scale': 0.23137091373233837, 'oscillation_reset_angle': 0.28795469356237624, 'path_distance_bias': 35.37821778835467, 'scaling_speed': 0.29835706842092835, 'sim_granularity': 0.030536115571979393, 'sim_time': 2.136967895135042, 'stop_time_buffer': 1.1158839278274655, 'theta_stopped_vel': 0.1054747179462773, 'trans_stopped_vel': 0.05811241963944938, 'vth_samples': 20, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.872670178353631, 'resolution': 0.04234169596707049, 'transform_tolerance': 0.6978304359860934, 'update_frequency': 2.530113664583682, 'cost_scaling_factor': 2.2182906647726472, 'inflation_radius': 1.0547338099031145, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
180,36.8,0.13,0.65,1,1,0.9,"{'controller_frequency': 4.869995087962844, 'planner_patience': 6.447436583931263, 'controller_patience': 5.837605961153098, 'conservative_reset_dist': 1.9875674443888367, 'acc_lim_theta': 3.3493889702561663, 'acc_lim_trans': 0.20631643304397748, 'acc_lim_x': 3.127259430595669, 'forward_point_distance': 0.5618413311993582, 'goal_distance_bias': 34.6141250647983, 'max_scaling_factor': 0.2403569284892998, 'max_vel_theta': 1.8415347441006717, 'max_vel_trans': 0.5258453372318204, 'max_vel_x': 0.46932013924083615, 'min_vel_theta': 1.886637662281063, 'min_vel_trans': 0.19430088563226347, 'min_vel_x': -0.051116792829968255, 'occdist_scale': 0.2637472408729167, 'oscillation_reset_angle': 0.26952380972836454, 'path_distance_bias': 39.4739899096011, 'scaling_speed': 0.2813135527370101, 'sim_granularity': 0.028992333373782785, 'sim_time': 2.110873040061253, 'stop_time_buffer': 1.0715939979458529, 'theta_stopped_vel': 0.11200168139665703, 'trans_stopped_vel': 0.06023800207556774, 'vth_samples': 24, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.679891172346779, 'resolution': 0.0376588013369656, 'transform_tolerance': 0.8695201864294562, 'update_frequency': 2.2143344035879426, 'cost_scaling_factor': 3.87828352891419, 'inflation_radius': 1.1978359014074513, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
181,36.04,0.13,0.61,1,1,0.9,"{'controller_frequency': 4.973646785211537, 'planner_patience': 6.35960623629709, 'controller_patience': 5.6702149775735595, 'conservative_reset_dist': 1.9882293030170857, 'acc_lim_theta': 3.332558712969083, 'acc_lim_trans': 0.21995088872803303, 'acc_lim_x': 3.055707563821175, 'forward_point_distance': 0.5908095213732425, 'goal_distance_bias': 35.14469601787211, 'max_scaling_factor': 0.25618628826077383, 'max_vel_theta': 1.7570876574937566, 'max_vel_trans': 0.5238193430104829, 'max_vel_x': 0.4829838563806383, 'min_vel_theta': 1.872015852151594, 'min_vel_trans': 0.17788625553324375, 'min_vel_x': -0.051888062061353685, 'occdist_scale': 0.2672988821718711, 'oscillation_reset_angle': 0.24819934943544178, 'path_distance_bias': 36.39124416124321, 'scaling_speed': 0.28061210342332255, 'sim_granularity': 0.030043523909529475, 'sim_time': 2.1318307735810897, 'stop_time_buffer': 0.9249925204935057, 'theta_stopped_vel': 0.11382346729160316, 'trans_stopped_vel': 0.05775885938489294, 'vth_samples': 22, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.672513229659099, 'resolution': 0.03551396941041847, 'transform_tolerance': 0.8738689986160553, 'update_frequency': 2.709110285505334, 'cost_scaling_factor': 2.6353858770110534, 'inflation_radius': 1.2034612552244959, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
182,34.72,0.16,0.4,1,1,0.9,"{'controller_frequency': 4.917396067650709, 'planner_patience': 6.166703088765496, 'controller_patience': 5.77602686520831, 'conservative_reset_dist': 1.8753506902721384, 'acc_lim_theta': 3.212079296713168, 'acc_lim_trans': 0.21614849448139817, 'acc_lim_x': 3.1726797153590423, 'forward_point_distance': 0.5847008646198348, 'goal_distance_bias': 36.13299270679228, 'max_scaling_factor': 0.2536848771511246, 'max_vel_theta': 1.8525107633733207, 'max_vel_trans': 0.5172698714607438, 'max_vel_x': 0.47404313073031495, 'min_vel_theta': 1.8246788540547882, 'min_vel_trans': 0.17467203713025847, 'min_vel_x': -0.05157129626187698, 'occdist_scale': 0.2560124114568232, 'oscillation_reset_angle': 0.2710986178070349, 'path_distance_bias': 37.13296181280836, 'scaling_speed': 0.275793175237783, 'sim_granularity': 0.02876122532503754, 'sim_time': 1.8228221515663527, 'stop_time_buffer': 1.0888475659239172, 'theta_stopped_vel': 0.11079916588094676, 'trans_stopped_vel': 0.05745613287255508, 'vth_samples': 23, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.8104045688464256, 'resolution': 0.04566112771445198, 'transform_tolerance': 0.7734715451506937, 'update_frequency': 1.8799891920276466, 'cost_scaling_factor': 2.057325930569398, 'inflation_radius': 1.1721357301528224, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
